35	Jaylen Brown	Bos	*	G-F	28.5	63	34.3	28.9	12.7	322	0.764	760	0.529	358	0.324	0.515	0.555	22.2	5.8	4.5	1.2	0.3	2.6	28.0	26.7	32.6	9.7	112.1	106.9
36	Brandon Ingram	Nor	*	F	27.6	18	33.1	30.2	17.1	55	0.855	218	0.514	115	0.374	0.53	0.56	22.2	5.6	5.2	0.9	0.6	3.8	27.8	27.4	32.9	10.4	103.5	116.2
37	DeMar DeRozan	Sac	*	G-F	35.7	77	35.9	25.0	7.4	441	0.857	1053	0.513	256	0.328	0.509	0.569	22.2	3.9	4.4	0.8	0.4	1.4	26.1	26.6	30.5	8.1	120.2	116.1
38	Quentin Grimes	Phi	*	G	24.9	28	33.7	27.5	14.9	133	0.752	238	0.559	220	0.373	0.559	0.592	21.9	5.2	4.5	1.5	0.4	2.9	27.0	26.4	31.6	9.5	112.5	115.0
39	Norman Powell	Lac	*	G	31.9	60	32.6	26.1	10.3	265	0.804	517	0.538	428	0.418	0.578	0.615	21.8	3.2	2.1	1.2	0.2	1.8	24.9	23.9	27.0	6.5	116.4	109.6
41	Kawhi Leonard	Lac	*	F	33.8	37	31.9	27.7	10.4	121	0.81	433	0.536	190	0.411	0.56	0.589	21.5	5.9	3.1	1.6	0.5	1.9	27.4	24.6	30.6	9.2	114.1	108.0
42	Jamal Murray	Den	*	G	28.1	67	36.1	24.0	11.0	246	0.886	724	0.518	397	0.393	0.543	0.584	21.4	3.9	6.0	1.4	0.5	2.1	25.3	27.4	31.4	8.8	119.2	115.1
43	Trey Murphy III	Nor	*	F	24.8	53	35.0	23.7	10.9	230	0.887	401	0.556	438	0.361	0.548	0.598	21.2	5.1	3.5	1.1	0.7	1.9	26.3	24.8	29.8	8.3	117.8	118.3
44	RJ Barrett	Tor	*	F-G	24.8	58	32.2	28.7	14.4	311	0.63	676	0.522	306	0.35	0.523	0.547	21.1	6.3	5.4	0.8	0.3	2.8	27.4	26.5	32.8	11.1	107.3	111.0
45	CJ McCollum	Nor	*	G	33.6	56	32.7	27.2	9.6	173	0.717	540	0.506	460	0.372	0.53	0.55	21.1	3.8	4.1	0.8	0.4	1.9	24.9	25.2	29.0	8.4	110.2	118.7
46	Brandon Miller	Cha	*	F	22.4	27	34.2	27.7	13.4	79	0.861	198	0.475	293	0.355	0.509	0.54	21.0	4.9	3.6	1.1	0.7	2.8	25.9	24.7	29.5	8.4	103.8	112.4
47	Jalen Green	Hou	*	G	23.2	82	32.9	27.3	12.4	336	0.813	776	0.482	661	0.354	0.505	0.544	21.0	4.6	3.4	0.9	0.3	2.5	25.6	24.5	29.0	8.4	109.9	110.7
48	Darius Garland	Cle	*	G	25.2	75	30.7	27.2	13.9	255	0.878	645	0.53	529	0.401	0.562	0.6	20.6	2.9	6.7	1.2	0.1	2.5	23.4	27.3	30.2	9.6	121.1	111.2
49	Jordan Poole	Was	*	G	25.8	68	29.4	29.0	16.2	274	0.883	434	0.512	622	0.378	0.544	0.591	20.5	3.0	4.4	1.3	0.4	3.0	23.4	24.9	27.9	8.8	109.2	114.0
50	Coby White	Chi	*	G	25.2	74	33.1	24.5	13.6	307	0.902	537	0.544	584	0.37	0.55	0.601	20.4	3.7	4.5	0.9	0.2	2.4	24.1	24.9	28.5	8.4	114.3	114.7
51	Miles Bridges	Cha	*	F	27.1	64	31.7	28.0	11.1	254	0.87	639	0.513	450	0.313	0.495	0.541	20.3	7.5	3.9	0.7	0.7	2.1	27.8	24.2	31.7	10.6	109.8	114.2
52	Austin Reaves	Lal	*	G	26.9	73	34.9	23.7	14.6	366	0.877	506	0.547	531	0.377	0.556	0.616	20.2	4.5	5.8	1.1	0.3	2.4	24.7	26.0	30.5	9.3	121.5	112.6
53	Pascal Siakam	Ind	*	F	31.0	78	32.7	24.2	8.4	308	0.734	858	0.568	324	0.389	0.572	0.599	20.2	6.9	3.4	0.9	0.5	1.4	27.2	23.6	30.5	9.5	120.3	110.3
54	Anthony Davis	Dal	*	F-C	32.1	9	29.6	31.2	11.6	48	0.688	122	0.516	30	0.233	0.484	0.52	20.0	10.1	4.4	0.6	2.2	2.2	30.1	24.4	34.6	13.0	107.0	109.1
55	De'Aaron Fox	San	*	G	27.3	17	34.0	26.0	12.8	72	0.819	185	0.535	95	0.274	0.493	0.537	19.7	4.3	6.8	1.5	0.3	2.4	24.0	26.5	30.8	9.8	110.9	112.8
56	Kristaps Porzingis	Bos	*	F-C	29.7	42	28.8	25.9	8.4	199	0.809	324	0.537	250	0.412	0.572	0.618	19.5	6.8	2.1	0.7	1.5	1.3	26.2	21.5	28.3	9.1	124.9	103.0
57	Scottie Barnes	Tor	*	F-G	23.7	65	32.8	27.0	14.8	302	0.755	783	0.508	280	0.271	0.482	0.523	19.3	7.7	5.8	1.4	1.0	2.8	27.0	25.1	32.8	11.6	106.9	111.5
58	Anfernee Simons	Por	*	G	25.9	70	32.7	24.6	11.3	194	0.902	532	0.496	593	0.363	0.521	0.557	19.3	2.7	4.8	0.9	0.1	2.0	22.0	24.1	26.8	7.7	114.7	116.2
59	Desmond Bane	Mem	*	G	26.8	69	32.0	23.3	14.2	198	0.894	600	0.548	418	0.392	0.565	0.6	19.2	6.1	5.3	1.2	0.4	2.4	25.3	24.6	30.6	10.7	118.6	109.2
60	Alperen Sengun	Hou	*	C	22.7	76	31.5	26.2	14.5	428	0.692	1053	0.519	90	0.233	0.505	0.545	19.1	10.4	4.9	1.1	0.8	2.6	29.4	24.0	34.3	12.6	115.3	102.9
61	Domantas Sabonis	Sac	*	F-C	28.9	70	34.7	21.6	18.5	289	0.754	736	0.628	156	0.417	0.627	0.656	19.1	13.9	6.0	0.7	0.4	2.9	33.0	25.1	39.0	13.5	127.8	106.0
62	De'Andre Hunter	Atl		F-G	27.4	37	28.7	24.2	10.7	176	0.858	245	0.531	247	0.393	0.56	0.616	19.0	3.9	1.5	0.8	0.1	1.6	22.9	20.5	24.4	6.7	117.3	112.5
63	John Collins	Uta	*	F-C	27.6	40	30.5	24.1	16.2	164	0.848	383	0.577	148	0.399	0.583	0.628	19.0	8.2	2.0	1.0	1.0	2.6	27.1	21.0	29.1	8.9	115.3	111.8
64	Lauri Markkanen	Uta	*	F-C	27.9	47	31.4	24.0	8.6	185	0.876	301	0.525	399	0.346	0.521	0.571	19.0	5.9	1.5	0.7	0.4	1.4	24.9	20.5	26.4	7.0	114.9	118.6
65	Andrew Wiggins	Mia	*	F	30.1	17	32.1	26.7	14.6	78	0.731	151	0.523	100	0.36	0.53	0.566	19.0	4.2	3.3	1.2	1.0	2.5	23.2	22.3	26.5	8.0	107.4	111.5
66	Jalen Johnson	Atl	*	F	23.3	36	35.7	22.5	16.3	126	0.746	402	0.565	141	0.312	0.54	0.568	18.9	10.0	5.0	1.6	1.0	2.9	28.9	23.9	33.9	11.0	109.6	111.5
68	Julius Randle	Min	*	F-C	30.4	69	32.3	25.0	17.3	335	0.806	625	0.555	314	0.344	0.542	0.593	18.7	7.1	4.7	0.7	0.2	2.8	25.7	23.3	30.4	10.6	116.3	106.9
70	Shaedon Sharpe	Por	*	G	21.9	72	31.3	25.1	12.0	242	0.785	632	0.557	472	0.311	0.519	0.551	18.5	4.5	2.8	0.9	0.2	2.1	23.0	21.3	25.8	7.9	109.5	114.5
71	Evan Mobley	Cle	*	C	23.8	71	30.5	23.2	13.8	305	0.725	676	0.621	230	0.37	0.604	0.633	18.5	9.3	3.2	0.9	1.6	2.0	27.8	21.7	31.0	10.7	123.6	106.5
72	Nikola Vucevic	Chi	*	C	34.5	73	31.2	22.4	10.3	149	0.805	717	0.587	321	0.402	0.592	0.611	18.5	10.1	3.5	0.8	0.7	1.6	28.5	22.0	32.1	11.1	121.7	109.8
73	Collin Sexton	Uta	*	G	26.3	63	27.9	27.0	15.6	251	0.865	596	0.513	271	0.406	0.543	0.593	18.4	2.7	4.2	0.7	0.1	2.5	21.1	22.6	25.3	8.5	114.5	117.6
74	Dennis Schroder	Bro		G	31.6	23	33.6	23.8	15.3	81	0.889	175	0.509	150	0.387	0.542	0.588	18.4	3.0	6.6	1.1	0.2	2.6	21.4	25.0	28.0	8.5	115.9	113.5
75	Michael Porter Jr.	Den	*	F	26.8	77	33.7	20.2	9.0	194	0.768	559	0.599	489	0.395	0.596	0.617	18.2	7.0	2.1	0.6	0.5	1.4	25.2	20.3	27.3	7.6	121.4	113.4
76	Bam Adebayo	Mia	*	C-F	27.7	78	34.3	23.5	12.6	327	0.765	892	0.517	221	0.357	0.521	0.561	18.1	9.6	4.3	1.3	0.7	2.1	27.7	22.4	32.0	10.6	115.1	107.5
77	O.G. Anunoby	Nyk	*	F-G	27.7	74	36.6	19.7	9.0	226	0.81	567	0.561	460	0.372	0.559	0.591	18.0	4.8	2.2	1.5	0.9	1.4	22.8	20.2	25.1	6.3	118.1	111.7
78	Jimmy Butler	Gol	*	F	35.6	30	32.7	20.6	11.6	231	0.87	266	0.526	68	0.279	0.504	0.617	17.9	5.5	5.9	1.7	0.3	1.5	23.4	23.9	29.4	10.2	135.4	113.2
80	Mikal Bridges	Nyk	*	G-F	28.6	82	37.0	19.6	10.0	118	0.814	720	0.594	463	0.354	0.57	0.585	17.6	3.2	3.7	0.9	0.5	1.6	20.8	21.3	24.5	6.4	116.5	116.2
81	Andrew Wiggins	Gol		F	30.1	43	30.1	23.5	8.7	179	0.777	340	0.491	248	0.379	0.524	0.566	17.6	4.6	2.3	0.9	0.8	1.3	22.1	19.9	24.5	7.6	115.6	111.5
83	Malik Monk	Sac	*	G	27.2	65	31.6	24.6	14.5	178	0.865	511	0.534	428	0.325	0.513	0.549	17.2	3.8	5.6	0.9	0.6	2.4	21.0	22.8	26.5	9.1	109.9	112.6
84	Immanuel Quickley	Tor	*	G	25.8	33	27.8	25.1	11.7	128	0.867	213	0.465	225	0.378	0.517	0.57	17.1	3.5	5.8	0.7	0.1	1.8	20.6	22.9	26.4	10.1	119.1	113.5
87	Jimmy Butler	Mia		F	35.6	25	30.6	21.1	10.2	161	0.801	227	0.568	36	0.361	0.565	0.638	17.0	5.2	4.8	1.1	0.4	1.2	22.3	21.8	27.1	9.8	135.9	114.4
88	Deni Avdija	Por	*	F	24.3	72	30.0	23.2	18.8	372	0.78	502	0.552	342	0.365	0.55	0.605	16.9	7.3	3.9	1.0	0.5	2.7	24.2	20.8	28.1	10.4	115.7	108.7
89	Keyonte George	Uta	*	G	21.4	67	31.5	24.3	16.6	285	0.818	412	0.449	507	0.343	0.485	0.539	16.8	3.8	5.6	0.7	0.1	2.7	20.6	22.4	26.2	9.0	108.6	119.8
90	Ivica Zubac	Lac	*	C	28.1	80	32.8	19.5	11.9	236	0.661	942	0.628	0	0.0	0.628	0.641	16.8	12.6	2.7	0.7	1.1	1.6	29.4	19.4	32.1	10.1	128.8	104.7
91	Derrick White	Bos	*	G	30.8	76	33.9	19.8	12.0	161	0.839	268	0.593	691	0.384	0.58	0.606	16.4	4.5	4.8	0.9	1.1	1.7	20.9	21.2	25.7	8.3	123.0	110.0
92	Devin Vassell	San	*	G-F	24.6	64	31.0	22.1	9.0	120	0.792	460	0.513	429	0.368	0.532	0.553	16.3	4.0	2.9	1.3	0.5	1.4	20.3	19.1	23.1	7.4	109.1	115.5
94	Jalen Suggs	Orl	*	G	23.9	35	28.6	27.5	17.5	110	0.882	239	0.506	242	0.314	0.489	0.536	16.2	4.0	3.7	1.5	0.9	2.9	20.2	19.9	23.9	8.7	101.0	102.7
96	Paul George	Phi	*	F	35.0	41	32.5	23.5	15.7	97	0.814	302	0.493	268	0.358	0.514	0.543	16.2	5.3	4.3	1.8	0.5	2.6	21.6	20.6	25.9	8.8	104.3	112.2
97	Bennedict Mathurin	Ind	*	G-F	22.8	72	29.9	22.8	13.7	332	0.831	565	0.519	288	0.34	0.516	0.579	16.1	5.3	1.9	0.7	0.3	1.9	21.4	17.9	23.3	7.3	110.2	111.2
98	Myles Turner	Ind	*	C-F	29.1	72	30.2	20.7	13.2	238	0.773	417	0.561	394	0.396	0.577	0.612	15.6	6.5	1.5	0.8	2.0	1.7	22.1	17.1	23.6	7.1	112.9	108.8
101	Mark Williams	Cha	*	C	23.3	44	26.6	21.4	13.7	163	0.804	443	0.609	4	0.0	0.604	0.647	15.3	10.2	2.5	0.7	1.2	1.6	25.4	17.7	27.9	11.0	126.3	106.5
102	Jonathan Kuminga	Gol	*	F	22.5	47	24.3	27.3	11.1	235	0.668	417	0.508	151	0.305	0.495	0.535	15.3	4.6	2.2	0.8	0.4	1.5	19.9	17.5	22.1	8.8	107.9	107.5
103	Kyle Kuzma	Was		F	29.7	32	27.7	27.1	13.8	98	0.602	295	0.495	160	0.281	0.469	0.488	15.2	5.8	2.5	0.6	0.2	2.3	21.0	17.7	23.4	8.7	92.8	116.6
104	Kelly Oubre Jr.	Phi	*	F-G	29.3	60	34.6	18.9	9.7	185	0.751	499	0.555	242	0.293	0.518	0.551	15.1	6.1	1.8	1.5	0.5	1.3	21.2	16.9	23.0	6.4	111.1	112.2
105	Chet Holmgren	Okc	*	C-F	23.0	32	27.4	22.1	14.1	134	0.754	225	0.547	116	0.379	0.554	0.599	15.0	8.0	2.0	0.7	2.2	1.8	23.0	16.9	25.0	9.1	115.5	101.0
107	Stephon Castle	San	*	G	20.4	81	26.7	26.0	15.2	344	0.724	655	0.501	333	0.285	0.476	0.522	14.7	3.7	4.1	0.9	0.3	2.2	18.4	18.8	22.5	9.1	105.5	114.2
108	P.J. Washington	Dal	*	F	26.6	57	32.2	20.4	15.1	198	0.722	426	0.493	239	0.381	0.521	0.556	14.7	7.8	2.3	1.1	1.1	2.1	22.4	17.0	24.7	8.0	106.6	110.0
109	Aaron Gordon	Den	*	F	29.6	51	28.4	19.0	12.8	179	0.81	325	0.582	172	0.436	0.607	0.65	14.7	4.8	3.2	0.5	0.3	1.4	19.5	17.9	22.7	8.6	128.4	115.2
110	Josh Giddey	Chi	*	G	22.5	70	30.2	21.7	20.2	224	0.781	520	0.512	278	0.378	0.531	0.57	14.6	8.1	7.2	1.2	0.6	2.9	22.7	21.8	29.9	12.6	115.2	111.5
111	Kyle Kuzma	Mil	*	F	29.7	33	31.8	21.4	15.7	104	0.663	240	0.533	153	0.333	0.52	0.545	14.5	5.6	2.2	0.5	0.4	2.2	20.1	16.7	22.3	7.1	100.2	110.4
114	Deandre Ayton	Por	*	C	26.7	40	30.1	19.4	12.8	60	0.667	436	0.594	32	0.188	0.573	0.583	14.4	10.2	1.6	0.8	1.0	1.7	24.6	16.0	26.2	8.2	113.8	108.3
115	Jerami Grant	Por	*	F	31.1	47	32.4	19.4	10.2	166	0.849	278	0.381	296	0.365	0.467	0.523	14.4	3.5	2.1	0.9	1.0	1.4	17.9	16.6	20.0	5.8	109.0	113.2
116	Payton Pritchard	Bos	*	G	27.2	80	28.4	19.1	8.8	84	0.845	240	0.642	626	0.407	0.62	0.633	14.3	3.8	3.5	0.9	0.2	1.1	18.1	17.8	21.6	8.1	130.3	110.6
117	De'Andre Hunter	Cle	*	F-G	27.4	27	25.1	20.5	7.8	78	0.821	129	0.55	141	0.426	0.596	0.634	14.3	4.2	1.3	0.7	0.3	0.9	18.5	15.6	19.8	6.8	124.8	105.6
118	Naz Reid	Min	*	C-F	25.6	80	27.5	21.5	10.5	143	0.776	461	0.544	462	0.379	0.556	0.577	14.2	6.0	2.3	0.7	0.9	1.4	20.2	16.5	22.5	8.4	114.6	104.9
119	Amen Thompson	Hou	*	G-F	22.2	69	32.3	17.4	16.5	247	0.684	606	0.599	91	0.275	0.575	0.602	14.1	8.2	3.8	1.4	1.3	2.0	22.2	17.9	26.1	9.4	121.3	105.2
124	Dillon Brooks	Hou	*	G-F	29.2	75	31.8	17.7	7.8	122	0.811	426	0.465	469	0.397	0.533	0.555	14.0	3.7	1.7	0.8	0.2	1.0	17.7	15.7	19.4	5.6	116.6	106.0
126	Tobias Harris	Det	*	F	32.7	73	31.6	17.6	9.5	166	0.861	541	0.542	264	0.345	0.534	0.571	13.7	5.9	2.2	1.0	0.8	1.2	19.6	15.9	21.9	7.1	115.5	110.5
129	Jarrett Allen	Cle	*	C	27.0	82	28.0	15.9	13.2	277	0.718	635	0.712	5	0.0	0.706	0.724	13.5	9.7	1.9	0.9	0.9	1.2	23.2	15.4	25.1	9.0	141.1	106.5
130	Onyeka Okongwu	Atl	*	F-C	24.3	74	27.9	17.3	11.6	216	0.759	536	0.634	148	0.324	0.602	0.634	13.4	8.9	2.3	0.9	0.9	1.2	22.3	15.6	24.5	9.3	128.5	108.2
131	Russell Westbrook	Den	*	G	36.4	75	27.9	23.8	22.5	233	0.661	540	0.517	291	0.323	0.505	0.532	13.3	4.9	6.1	1.4	0.5	3.2	18.2	19.3	24.3	10.5	104.4	109.2
132	Naji Marshall	Dal	*	F	27.2	69	27.8	20.0	13.6	160	0.813	494	0.611	218	0.275	0.551	0.584	13.2	4.8	3.0	1.0	0.2	1.6	18.0	16.3	21.0	8.3	114.5	113.6
133	Kevin Huerter	Chi	*	G-F	26.6	26	30.0	17.9	9.3	21	0.714	108	0.546	186	0.376	0.558	0.566	13.2	3.3	3.2	1.2	0.3	1.2	16.5	16.3	19.6	6.9	111.8	114.0
134	Rui Hachimura	Lal	*	F	27.2	59	31.7	15.8	7.8	113	0.77	329	0.581	247	0.413	0.597	0.619	13.1	5.0	1.4	0.8	0.4	0.8	18.1	14.6	19.6	5.7	123.2	113.0
135	Alexandre Sarr	Was	*	C	20.0	67	27.1	23.5	12.1	165	0.679	487	0.454	341	0.308	0.457	0.482	13.0	6.5	2.4	0.7	1.5	1.7	19.5	15.4	21.9	8.7	98.7	114.2
138	D'Angelo Russell	Bro	*	G	29.1	29	24.7	25.9	15.1	92	0.826	135	0.467	192	0.297	0.454	0.508	12.9	2.8	5.6	1.1	0.7	2.0	15.7	18.4	21.2	9.5	107.6	110.6
140	Keldon Johnson	San	*	F-G	25.5	77	23.9	21.6	9.1	194	0.773	496	0.573	274	0.318	0.538	0.572	12.7	4.8	1.6	0.6	0.3	1.0	17.5	14.3	19.2	7.7	115.3	114.6
144	Santi Aldama	Mem	*	F-C	24.3	65	25.5	18.5	9.9	94	0.691	322	0.599	326	0.368	0.576	0.588	12.5	6.4	2.9	0.8	0.4	1.1	18.9	15.4	21.8	9.6	121.8	111.6
146	Keegan Murray	Sac	*	F	24.7	76	34.3	15.0	6.8	72	0.833	371	0.566	449	0.343	0.538	0.553	12.4	6.7	1.4	0.8	0.9	0.8	19.1	13.8	20.5	5.7	116.2	112.7
148	D'Angelo Russell	Lal		G	29.1	29	26.3	22.1	13.8	53	0.849	143	0.51	168	0.333	0.505	0.537	12.4	2.8	4.7	0.8	0.1	1.7	15.1	17.0	19.8	8.3	109.7	111.9
150	Ayo Dosunmu	Chi	*	G	25.2	46	30.3	16.6	13.3	79	0.785	260	0.612	189	0.328	0.561	0.585	12.3	3.5	4.5	0.9	0.4	1.5	15.8	16.8	20.3	7.6	117.2	113.3
152	Harrison Barnes	San	*	F	32.9	82	27.2	15.7	6.8	199	0.809	323	0.591	360	0.433	0.622	0.656	12.3	3.8	1.7	0.5	0.2	0.6	16.1	14.0	17.8	6.3	132.1	119.7
153	Jabari Smith Jr.	Hou	*	F	21.9	57	30.1	16.4	9.9	126	0.825	289	0.519	277	0.354	0.525	0.562	12.2	7.0	1.1	0.4	0.7	1.1	19.3	13.3	20.3	6.0	116.8	107.2
154	Jaden McDaniels	Min	*	F	24.5	82	31.9	16.3	10.2	128	0.813	531	0.561	303	0.33	0.537	0.562	12.2	5.7	2.0	1.3	0.9	1.2	17.9	14.2	19.9	6.5	115.0	105.5
158	Aaron Wiggins	Okc	*	G	26.3	76	22.9	20.3	8.7	89	0.831	389	0.578	339	0.383	0.577	0.596	12.0	3.9	1.8	0.8	0.2	0.9	15.9	13.8	17.7	7.7	119.1	107.5
159	Aaron Nesmith	Ind	*	G-F	25.5	45	25.0	17.4	8.9	80	0.913	184	0.587	195	0.431	0.617	0.653	12.0	4.0	1.2	0.8	0.4	0.8	16.0	13.2	17.2	6.2	123.9	108.2
161	Jalen Duren	Det	*	C	21.4	78	26.1	16.3	19.9	242	0.669	546	0.692	0	0.0	0.692	0.703	11.8	10.3	2.7	0.7	1.1	1.7	22.1	14.4	24.8	10.6	132.8	100.6
163	Brandin Podziemski	Gol	*	G	22.1	64	26.8	18.3	10.6	95	0.758	320	0.516	309	0.372	0.537	0.557	11.7	5.1	3.4	1.1	0.2	1.2	16.8	15.1	20.2	8.8	116.1	109.3
165	Donte DiVincenzo	Min	*	G	28.2	62	25.9	19.4	14.2	63	0.778	156	0.487	438	0.397	0.567	0.581	11.7	3.7	3.6	1.2	0.3	1.6	15.3	15.3	19.0	8.3	114.5	107.3
168	Tre Jones	Chi	*	G	25.3	18	25.3	16.0	8.8	34	0.882	123	0.585	22	0.5	0.61	0.647	11.5	3.2	4.9	1.1	0.3	0.8	14.7	16.4	19.6	8.9	138.6	115.7
